Tool,File,Contract,Vulnerability,Severity,SWC-ID,Remediation,Description/More Info,Execution time
slither,smartbugs-dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,WALLET,WALLET.MinSum (smartbugs-dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol#54) should be constant ,High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#state-variables-that-could-be-declared-constant,0.9208440780639648
slither,smartbugs-dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,AddMessage,"AddMessage(address,uint256,string) should be declared external:",High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#public-function-that-could-be-declared-external,0.9208440780639648
mythril,smartbugs-dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,Log,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 75798 - 340129,1773.7446868419647
mythril,smartbugs-dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,WALLET,==== Dependence on predictable environment variable ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-116,A control flow decision is made based on The block.timestamp environment variable.,Estimated Gas Usage: 6007 - 26292,1773.7446868419647
mythril,smartbugs-dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,WALLET,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 13572 - 88943,1773.7446868419647
mythril,smartbugs-dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,Log,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 75798 - 340129,1773.7446868419647
mythril,smartbugs-dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,Log,==== Exception State ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1036 - 1131,1773.7446868419647
mythril,smartbugs-dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,Log,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 6720 - 8748,1773.7446868419647
mythril,smartbugs-dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,Log,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 6720 - 8748,1773.7446868419647
mythril,smartbugs-dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,Log,==== Integer Arithmetic Bugs ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 75798 - 340129,1773.7446868419647
slither,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol, ,"Reentrancy in TokenBank.WithdrawToHolder(address,uint256) (smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol#86-99):",High,SWC-ID: https://swcregistry.io/docs/SWC-107,"To avoid re-entrancy, you can use the Checks-Effects-Interactions pattern as outlined in https://docs.soliditylang.org/en/v0.4.21/security-considerations.html#re-entrancy",https://github.com/crytic/slither/wiki/Detector-Documentation#reentrancy-vulnerabilities,1.0629339218139648
slither,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,Token,Token.owner (smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol#38) shadows:,High,SWC-ID: https://swcregistry.io/docs/SWC-107,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#state-variable-shadowing,1.0629339218139648
slither,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,Token,"Token.WithdrawToken(address,uint256,address) (smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol#39-44) ignores return value by token.call(bytes4(sha3()(transfer(address,uint256))),to,amount) (smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol#43)",High,SWC-ID: https://swcregistry.io/docs/SWC-107,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#unchecked-low-level-calls,1.0629339218139648
slither,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,Token,"Token.WithdrawToken(address,uint256,address).token (smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol#39) lacks a zero-check on :",High,SWC-ID: https://swcregistry.io/docs/SWC-107,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#missing-zero-address-validation,1.0629339218139648
slither,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,Modifier,Modifier Ownable.onlyOwner() (smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol#30-33) does not always execute _; or revertReference: https://github.com/crytic/slither/wiki/Detector-Documentation#incorrect-modifier,High,SWC-ID: https://swcregistry.io/docs/SWC-107,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#incorrect-modifier,1.0629339218139648
slither,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,Deprecated,"Deprecated standard detected token.call(bytes4(sha3()(transfer(address,uint256))),to,amount) (smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol#43):",High,SWC-ID: https://swcregistry.io/docs/SWC-107,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#deprecated-standards,1.0629339218139648
slither,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,Deprecated,Pragma version^0.4.19 (smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol#7) allows old versions,Medium,SWC-ID: https://swcregistry.io/docs/SWC-102,It is recommended to use a recent version of the Solidity compiler. Using an outdated compiler version can be problematic especially if there are publicly disclosed bugs and issues that affect the current compiler version. refer to https://swcregistry.io/docs/SWC-102/#version_0_4_13sol ,https://github.com/crytic/slither/wiki/Detector-Documentation#incorrect-versions-of-solidity,1.0629339218139648
slither,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,Low,"Low level call in Token.WithdrawToken(address,uint256,address) (smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol#39-44):",Low,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#low-level-calls,1.0629339218139648
slither,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,Function,"Function Token.WithdrawToken(address,uint256,address) (smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol#39-44) is not in mixedCase",High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#conformance-to-solidity-naming-conventions,1.0629339218139648
mythril,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,Token,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 2103 - 37280,485.2213182449341
mythril,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,Token,==== Unchecked return value from external call. ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-104,The return value of a message call is not checked.,Estimated Gas Usage: 2103 - 37280,485.2213182449341
mythril,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,TokenBank,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 2169 - 37346,485.2213182449341
mythril,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,TokenBank,==== Unchecked return value from external call. ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-104,The return value of a message call is not checked.,Estimated Gas Usage: 2169 - 37346,485.2213182449341
mythril,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,TokenBank,==== Unchecked return value from external call. ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-104,The return value of a message call is not checked.,Estimated Gas Usage: 9035 - 64922,485.2213182449341
mythril,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,TokenBank,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 8844 - 63835,485.2213182449341
mythril,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,TokenBank,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 8844 - 63835,485.2213182449341
mythril,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,TokenBank,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 8844 - 63835,485.2213182449341
mythril,smartbugs-dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,TokenBank,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 8844 - 63835,485.2213182449341
slither,smartbugs-dataset/reentrancy/reentrance.sol, ,Reentrancy in Reentrance.withdraw(uint256) (smartbugs-dataset/reentrancy/reentrance.sol#21-29):,High,SWC-ID: https://swcregistry.io/docs/SWC-107,"To avoid re-entrancy, you can use the Checks-Effects-Interactions pattern as outlined in https://docs.soliditylang.org/en/v0.4.21/security-considerations.html#re-entrancy",https://github.com/crytic/slither/wiki/Detector-Documentation#reentrancy-vulnerabilities,0.7965760231018066
slither,smartbugs-dataset/reentrancy/reentrance.sol, ,Pragma version^0.4.18 (smartbugs-dataset/reentrancy/reentrance.sol#7) allows old versions,Medium,SWC-ID: https://swcregistry.io/docs/SWC-102,It is recommended to use a recent version of the Solidity compiler. Using an outdated compiler version can be problematic especially if there are publicly disclosed bugs and issues that affect the current compiler version. refer to https://swcregistry.io/docs/SWC-102/#version_0_4_13sol ,https://github.com/crytic/slither/wiki/Detector-Documentation#incorrect-versions-of-solidity,0.7965760231018066
slither,smartbugs-dataset/reentrancy/reentrance.sol,Low,Low level call in Reentrance.withdraw(uint256) (smartbugs-dataset/reentrancy/reentrance.sol#21-29):,Low,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#low-level-calls,0.7965760231018066
slither,smartbugs-dataset/reentrancy/reentrance.sol,Parameter,Parameter Reentrance.donate(address)._to (smartbugs-dataset/reentrancy/reentrance.sol#13) is not in mixedCase,High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#conformance-to-solidity-naming-conventions,0.7965760231018066
slither,smartbugs-dataset/reentrancy/reentrance.sol,Redundant,"Redundant expression ""_amount (smartbugs-dataset/reentrancy/reentrance.sol#25)"" inReentrance (smartbugs-dataset/reentrancy/reentrance.sol#9-32)",High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#redundant-statements,0.7965760231018066
mythril,smartbugs-dataset/reentrancy/reentrance.sol,Reentrance,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 7811 - 62472,56.00649380683899
mythril,smartbugs-dataset/reentrancy/reentrance.sol,Reentrance,==== Unchecked return value from external call. ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-104,The return value of a message call is not checked.,Estimated Gas Usage: 7811 - 62472,56.00649380683899
mythril,smartbugs-dataset/reentrancy/reentrance.sol,Reentrance,==== Unprotected Ether Withdrawal ====,High,SWC-ID: https://swcregistry.io/docs/SWC-105,Any sender can withdraw Ether from the contract account.,Estimated Gas Usage: 7811 - 62472,56.00649380683899
mythril,smartbugs-dataset/reentrancy/reentrance.sol,Reentrance,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 7811 - 62472,56.00649380683899
mythril,smartbugs-dataset/reentrancy/reentrance.sol,Reentrance,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 7811 - 62472,56.00649380683899
slither,smartbugs-dataset/reentrancy/reentrancy_dao.sol, ,Reentrancy in ReentrancyDAO.withdrawAll() (smartbugs-dataset/reentrancy/reentrancy_dao.sol#13-22):,High,SWC-ID: https://swcregistry.io/docs/SWC-107,"To avoid re-entrancy, you can use the Checks-Effects-Interactions pattern as outlined in https://docs.soliditylang.org/en/v0.4.21/security-considerations.html#re-entrancy",https://github.com/crytic/slither/wiki/Detector-Documentation#reentrancy-vulnerabilities,0.8033337593078613
slither,smartbugs-dataset/reentrancy/reentrancy_dao.sol, ,Pragma version^0.4.19 (smartbugs-dataset/reentrancy/reentrancy_dao.sol#7) allows old versions,Medium,SWC-ID: https://swcregistry.io/docs/SWC-102,It is recommended to use a recent version of the Solidity compiler. Using an outdated compiler version can be problematic especially if there are publicly disclosed bugs and issues that affect the current compiler version. refer to https://swcregistry.io/docs/SWC-102/#version_0_4_13sol ,https://github.com/crytic/slither/wiki/Detector-Documentation#incorrect-versions-of-solidity,0.8033337593078613
slither,smartbugs-dataset/reentrancy/reentrancy_dao.sol, ,Low level call in ReentrancyDAO.withdrawAll() (smartbugs-dataset/reentrancy/reentrancy_dao.sol#13-22):,High,SWC-ID: https://swcregistry.io/docs/SWC-107,"To avoid re-entrancy, you can use the Checks-Effects-Interactions pattern as outlined in https://docs.soliditylang.org/en/v0.4.21/security-considerations.html#re-entrancy",https://github.com/crytic/slither/wiki/Detector-Documentation#low-level-calls,0.8033337593078613
mythril,smartbugs-dataset/reentrancy/reentrancy_dao.sol,ReentrancyDAO,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 12786 - 87447,19.74756097793579
mythril,smartbugs-dataset/reentrancy/reentrancy_dao.sol,ReentrancyDAO,==== Transaction Order Dependence ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-114,The value of the call is dependent on balance or storage write,Estimated Gas Usage: 12786 - 87447,19.74756097793579
mythril,smartbugs-dataset/reentrancy/reentrancy_dao.sol,ReentrancyDAO,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 12786 - 87447,19.74756097793579
slither,smartbugs-dataset/reentrancy/modifier_reentrancy.sol, ,Reentrancy in ModifierEntrancy.airDrop() (smartbugs-dataset/reentrancy/modifier_reentrancy.sol#15-17):,High,SWC-ID: https://swcregistry.io/docs/SWC-107,"To avoid re-entrancy, you can use the Checks-Effects-Interactions pattern as outlined in https://docs.soliditylang.org/en/v0.4.21/security-considerations.html#re-entrancy",https://github.com/crytic/slither/wiki/Detector-Documentation#reentrancy-vulnerabilities-1,0.8589978218078613
slither,smartbugs-dataset/reentrancy/modifier_reentrancy.sol, ,Pragma version^0.4.24 (smartbugs-dataset/reentrancy/modifier_reentrancy.sol#7) allows old versions,Medium,SWC-ID: https://swcregistry.io/docs/SWC-102,It is recommended to use a recent version of the Solidity compiler. Using an outdated compiler version can be problematic especially if there are publicly disclosed bugs and issues that affect the current compiler version. refer to https://swcregistry.io/docs/SWC-102/#version_0_4_13sol ,https://github.com/crytic/slither/wiki/Detector-Documentation#incorrect-versions-of-solidity,0.8589978218078613
slither,smartbugs-dataset/reentrancy/modifier_reentrancy.sol,Contract,Contract attack (smartbugs-dataset/reentrancy/modifier_reentrancy.sol#37-49) is not in CapWords,High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#conformance-to-solidity-naming-conventions,0.8589978218078613
slither,smartbugs-dataset/reentrancy/modifier_reentrancy.sol,ModifierEntrancy,ModifierEntrancy.name (smartbugs-dataset/reentrancy/modifier_reentrancy.sol#11) is never used in ModifierEntrancy (smartbugs-dataset/reentrancy/modifier_reentrancy.sol#9-29),High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#unused-state-variable,0.8589978218078613
mythril,smartbugs-dataset/reentrancy/modifier_reentrancy.sol,attack,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 8779 - 65457,25.47578525543213
mythril,smartbugs-dataset/reentrancy/modifier_reentrancy.sol,ModifierEntrancy,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 8935 - 65238,25.47578525543213
mythril,smartbugs-dataset/reentrancy/modifier_reentrancy.sol,attack,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 1760 - 36136,25.47578525543213
mythril,smartbugs-dataset/reentrancy/modifier_reentrancy.sol,ModifierEntrancy,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 8935 - 65238,25.47578525543213
mythril,smartbugs-dataset/reentrancy/modifier_reentrancy.sol,ModifierEntrancy,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 8935 - 65238,25.47578525543213
slither,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,Log,Log (smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol#64-89) contract sets array length with a user-controlled value:,High,SWC-ID: https://swcregistry.io/docs/SWC- ,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#array-length-assignment,0.8252780437469482
slither,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,Log,Reentrancy in PrivateDeposit.CashOut(uint256) (smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol#47-58):,High,SWC-ID: https://swcregistry.io/docs/SWC-107,"To avoid re-entrancy, you can use the Checks-Effects-Interactions pattern as outlined in https://docs.soliditylang.org/en/v0.4.21/security-considerations.html#re-entrancy",https://github.com/crytic/slither/wiki/Detector-Documentation#reentrancy-vulnerabilities,0.8252780437469482
slither,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,Log,Pragma version^0.4.19 (smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol#7) allows old versions,Medium,SWC-ID: https://swcregistry.io/docs/SWC-102,It is recommended to use a recent version of the Solidity compiler. Using an outdated compiler version can be problematic especially if there are publicly disclosed bugs and issues that affect the current compiler version. refer to https://swcregistry.io/docs/SWC-102/#version_0_4_13sol ,https://github.com/crytic/slither/wiki/Detector-Documentation#incorrect-versions-of-solidity,0.8252780437469482
slither,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,Low,Low level call in PrivateDeposit.CashOut(uint256) (smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol#47-58):,Low,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#low-level-calls,0.8252780437469482
slither,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,Parameter,Parameter PrivateDeposit.setLog(address)._lib (smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol#31) is not in mixedCase,High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#conformance-to-solidity-naming-conventions,0.8252780437469482
slither,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,PrivateDeposit,PrivateDeposit.MinDeposit (smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol#13) should be constant ,High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#state-variables-that-could-be-declared-constant,0.8252780437469482
slither,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,AddMessage,"AddMessage(address,uint256,string) should be declared external:",High,SWC-ID: https://swcregistry.io/docs/SWC-102,See description,https://github.com/crytic/slither/wiki/Detector-Documentation#public-function-that-could-be-declared-external,0.8252780437469482
mythril,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,Log,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 76761 - 341187,512.1083500385284
mythril,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,Log,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 7273 - 8739,512.1083500385284
mythril,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,PrivateDeposit,==== Dependence on tx.origin ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-115,Use of tx.origin as a part of authorization control.,Estimated Gas Usage: 1068 - 1493,512.1083500385284
mythril,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,Log,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,512.1083500385284
mythril,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,PrivateDeposit,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 10375 - 100122,512.1083500385284
mythril,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,Log,==== Exception State ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1009 - 1104,512.1083500385284
mythril,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,PrivateDeposit,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 10375 - 100122,512.1083500385284
mythril,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,PrivateDeposit,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 10375 - 100122,512.1083500385284
mythril,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,PrivateDeposit,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 10375 - 100122,512.1083500385284
mythril,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,Log,==== Integer Arithmetic Bugs ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,512.1083500385284
mythril,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,PrivateDeposit,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 10375 - 100122,512.1083500385284
mythril,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,PrivateDeposit,==== Multiple Calls in a Single Transaction ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-113,Multiple calls are executed in the same transaction.,Estimated Gas Usage: 10375 - 100122,512.1083500385284
mythril,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,PrivateDeposit,==== State access after external call ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 10375 - 100122,512.1083500385284
mythril,smartbugs-dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,PrivateDeposit,==== External Call To User-Supplied Address ====,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 9472 - 64843,512.1083500385284
slither,smartbugs-dataset/reentrancy/reentrancy_cross_function.sol, ,Reentrancy in Reentrancy_cross_function.withdrawBalance() (smartbugs-dataset/reentrancy/reentrancy_cross_function.sol#21-27):,High,SWC-ID: https://swcregistry.io/docs/SWC-107,"To avoid re-entrancy, you can use the Checks-Effects-Interactions pattern as outlined in https://docs.soliditylang.org/en/v0.4.21/security-considerations.html#re-entrancy",https://github.com/crytic/slither/wiki/Detector-Documentation#reentrancy-vulnerabilities,0.8662772178649902
slither,smartbugs-dataset/reentrancy/reentrancy_cross_function.sol, ,"Reentrancy_cross_function (smartbugs-dataset/reentrancy/reentrancy_cross_function.sol#9-28) has incorrect ERC20 function interface:Reentrancy_cross_function.transfer(address,uint256) (smartbugs-dataset/reentrancy/reentrancy_cross_function.sol#14-19)",High,SWC-ID: https://swcregistry.io/docs/SWC-107,"To avoid re-entrancy, you can use the Checks-Effects-Interactions pattern as outlined in https://docs.soliditylang.org/en/v0.4.21/security-considerations.html#re-entrancy",https://github.com/crytic/slither/wiki/Detector-Documentation#incorrect-erc20-interface,0.8662772178649902
slither,smartbugs-dataset/reentrancy/reentrancy_cross_function.sol, ,Pragma version^0.4.0 (smartbugs-dataset/reentrancy/reentrancy_cross_function.sol#7) allows old versions,Medium,SWC-ID: https://swcregistry.io/docs/SWC-102,It is recommended to use a recent version of the Solidity compiler. Using an outdated compiler version can be problematic especially if there are publicly disclosed bugs and issues that affect the current compiler version. refer to https://swcregistry.io/docs/SWC-102/#version_0_4_13sol ,https://github.com/crytic/slither/wiki/Detector-Documentation#incorrect-versions-of-solidity,0.8662772178649902
slither,smartbugs-dataset/reentrancy/reentrancy_cross_function.sol, ,Low level call in Reentrancy_cross_function.withdrawBalance() (smartbugs-dataset/reentrancy/reentrancy_cross_function.sol#21-27):,High,SWC-ID: https://swcregistry.io/docs/SWC-107,"To avoid re-entrancy, you can use the Checks-Effects-Interactions pattern as outlined in https://docs.soliditylang.org/en/v0.4.21/security-considerations.html#re-entrancy",https://github.com/crytic/slither/wiki/Detector-Documentation#low-level-calls,0.8662772178649902
