Tool,File,Contract,Vulnerability,Severity,SWC.ID,Remediation,Description.More.Info,Execution.time,Total.Time,source_file,subfolder,filename
mythril,smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,LogFile,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,1665.937816,37034.18776,output_reentrancy.csv,reentrancy,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol
mythril,smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,LogFile,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1009 - 1104,1665.937816,37034.18776,output_reentrancy.csv,reentrancy,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol
mythril,smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,LogFile,Integer Arithmetic Bugs,Low,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,1665.937816,37034.18776,output_reentrancy.csv,reentrancy,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol
mythril,smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,ACCURAL_DEPOSIT,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 12035 - 101972,1665.937816,37034.18776,output_reentrancy.csv,reentrancy,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol
mythril,smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,ACCURAL_DEPOSIT,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 12035 - 101972,1665.937816,37034.18776,output_reentrancy.csv,reentrancy,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol
mythril,smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,ACCURAL_DEPOSIT,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 12035 - 101972,1665.937816,37034.18776,output_reentrancy.csv,reentrancy,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol
mythril,smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,ACCURAL_DEPOSIT,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 12035 - 101972,1665.937816,37034.18776,output_reentrancy.csv,reentrancy,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol
mythril,smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,ACCURAL_DEPOSIT,Multiple Calls in a Single Transaction,Low,SWC-ID: https://swcregistry.io/docs/SWC-113,Multiple calls are executed in the same transaction.,Estimated Gas Usage: 12035 - 101972,1665.937816,37034.18776,output_reentrancy.csv,reentrancy,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol
mythril,smartbugs-dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,ACCURAL_DEPOSIT,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 12035 - 101972,1665.937816,37034.18776,output_reentrancy.csv,reentrancy,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol
slither,smartbugs-dataset/reentrancy/etherbank.sol#L18-L23,EtherBank.withdrawBalance(),reentrancy-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.644104958,37034.18776,output_reentrancy.csv,reentrancy,etherbank.sol#L18-L23
mythril,smartbugs-dataset/reentrancy/etherbank.sol,EtherBank,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 6916 - 61577,19.16840386,37034.18776,output_reentrancy.csv,reentrancy,etherbank.sol
mythril,smartbugs-dataset/reentrancy/etherbank.sol,EtherBank,Transaction Order Dependence,Medium,SWC-ID: https://swcregistry.io/docs/SWC-114,The value of the call is dependent on balance or storage write,Estimated Gas Usage: 6916 - 61577,19.16840386,37034.18776,output_reentrancy.csv,reentrancy,etherbank.sol
mythril,smartbugs-dataset/reentrancy/etherbank.sol,EtherBank,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 6916 - 61577,19.16840386,37034.18776,output_reentrancy.csv,reentrancy,etherbank.sol
slither,smartbugs-dataset/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol#L73-L97,LogFile,controlled-array-length,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.651128769,37034.18776,output_reentrancy.csv,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol#L73-L97
slither,smartbugs-dataset/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol#L47-L60,PRIVATE_ETH_CELL.Collect(uint256),reentrancy-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.651128769,37034.18776,output_reentrancy.csv,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol#L47-L60
mythril,smartbugs-dataset/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,LogFile,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 76761 - 341187,1562.629142,37034.18776,output_reentrancy.csv,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
mythril,smartbugs-dataset/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,LogFile,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 7273 - 8739,1562.629142,37034.18776,output_reentrancy.csv,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
mythril,smartbugs-dataset/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,PRIVATE_ETH_CELL,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 8489 - 63860,1562.629142,37034.18776,output_reentrancy.csv,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
mythril,smartbugs-dataset/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,LogFile,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,1562.629142,37034.18776,output_reentrancy.csv,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
mythril,smartbugs-dataset/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,LogFile,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1009 - 1104,1562.629142,37034.18776,output_reentrancy.csv,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
mythril,smartbugs-dataset/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,LogFile,Integer Arithmetic Bugs,Low,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,1562.629142,37034.18776,output_reentrancy.csv,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
mythril,smartbugs-dataset/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,PRIVATE_ETH_CELL,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 12035 - 101972,1562.629142,37034.18776,output_reentrancy.csv,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
mythril,smartbugs-dataset/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,PRIVATE_ETH_CELL,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 12035 - 101972,1562.629142,37034.18776,output_reentrancy.csv,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
mythril,smartbugs-dataset/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,PRIVATE_ETH_CELL,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 12035 - 101972,1562.629142,37034.18776,output_reentrancy.csv,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
mythril,smartbugs-dataset/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,PRIVATE_ETH_CELL,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 12035 - 101972,1562.629142,37034.18776,output_reentrancy.csv,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
mythril,smartbugs-dataset/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,PRIVATE_ETH_CELL,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 12035 - 101972,1562.629142,37034.18776,output_reentrancy.csv,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
mythril,smartbugs-dataset/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,PRIVATE_ETH_CELL,Multiple Calls in a Single Transaction,Low,SWC-ID: https://swcregistry.io/docs/SWC-113,Multiple calls are executed in the same transaction.,Estimated Gas Usage: 12035 - 101972,1562.629142,37034.18776,output_reentrancy.csv,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
mythril,smartbugs-dataset/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,PRIVATE_ETH_CELL,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 12035 - 101972,1562.629142,37034.18776,output_reentrancy.csv,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
slither,smartbugs-dataset/reentrancy/modifier_reentrancy.sol#L15-L17,ModifierEntrancy.airDrop(),reentrancy-no-eth,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.673259735,37034.18776,output_reentrancy.csv,reentrancy,modifier_reentrancy.sol#L15-L17
mythril,smartbugs-dataset/reentrancy/modifier_reentrancy.sol,attack,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 8779 - 65457,41.37408328,37034.18776,output_reentrancy.csv,reentrancy,modifier_reentrancy.sol
mythril,smartbugs-dataset/reentrancy/modifier_reentrancy.sol,ModifierEntrancy,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 8935 - 65238,41.37408328,37034.18776,output_reentrancy.csv,reentrancy,modifier_reentrancy.sol
mythril,smartbugs-dataset/reentrancy/modifier_reentrancy.sol,attack,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 1760 - 36136,41.37408328,37034.18776,output_reentrancy.csv,reentrancy,modifier_reentrancy.sol
mythril,smartbugs-dataset/reentrancy/modifier_reentrancy.sol,ModifierEntrancy,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 8935 - 65238,41.37408328,37034.18776,output_reentrancy.csv,reentrancy,modifier_reentrancy.sol
mythril,smartbugs-dataset/reentrancy/modifier_reentrancy.sol,ModifierEntrancy,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 8935 - 65238,41.37408328,37034.18776,output_reentrancy.csv,reentrancy,modifier_reentrancy.sol
slither,smartbugs-dataset/reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol#L62-L86,Log,controlled-array-length,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.680221081,37034.18776,output_reentrancy.csv,reentrancy,0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol#L62-L86
slither,smartbugs-dataset/reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol#L21-L35,MY_BANK.Collect(uint256),reentrancy-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.680221081,37034.18776,output_reentrancy.csv,reentrancy,0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol#L21-L35
mythril,smartbugs-dataset/reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,Log,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 75798 - 340129,2079.899188,37034.18776,output_reentrancy.csv,reentrancy,0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol
mythril,smartbugs-dataset/reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,MY_BANK,Dependence on predictable environment variable,Low,SWC-ID: https://swcregistry.io/docs/SWC-116,A control flow decision is made based on The block.timestamp environment variable.,Estimated Gas Usage: 6007 - 26292,2079.899188,37034.18776,output_reentrancy.csv,reentrancy,0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol
mythril,smartbugs-dataset/reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,MY_BANK,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 13572 - 88943,2079.899188,37034.18776,output_reentrancy.csv,reentrancy,0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol
mythril,smartbugs-dataset/reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,Log,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 75798 - 340129,2079.899188,37034.18776,output_reentrancy.csv,reentrancy,0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol
mythril,smartbugs-dataset/reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,Log,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1036 - 1131,2079.899188,37034.18776,output_reentrancy.csv,reentrancy,0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol
mythril,smartbugs-dataset/reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,Log,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 6720 - 8748,2079.899188,37034.18776,output_reentrancy.csv,reentrancy,0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol
mythril,smartbugs-dataset/reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,Log,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 6720 - 8748,2079.899188,37034.18776,output_reentrancy.csv,reentrancy,0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol
mythril,smartbugs-dataset/reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,Log,Integer Arithmetic Bugs,Low,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 75798 - 340129,2079.899188,37034.18776,output_reentrancy.csv,reentrancy,0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol
slither,smartbugs-dataset/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol#L73-L97,LogFile,controlled-array-length,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.675630569,37034.18776,output_reentrancy.csv,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31.sol#L73-L97
slither,smartbugs-dataset/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol#L47-L60,BANK_SAFE.Collect(uint256),reentrancy-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.675630569,37034.18776,output_reentrancy.csv,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31.sol#L47-L60
mythril,smartbugs-dataset/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,LogFile,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 76761 - 341187,1555.866353,37034.18776,output_reentrancy.csv,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31.sol
mythril,smartbugs-dataset/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,LogFile,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 7273 - 8739,1555.866353,37034.18776,output_reentrancy.csv,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31.sol
mythril,smartbugs-dataset/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,BANK_SAFE,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 8489 - 63860,1555.866353,37034.18776,output_reentrancy.csv,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31.sol
mythril,smartbugs-dataset/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,LogFile,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,1555.866353,37034.18776,output_reentrancy.csv,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31.sol
mythril,smartbugs-dataset/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,LogFile,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1009 - 1104,1555.866353,37034.18776,output_reentrancy.csv,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31.sol
mythril,smartbugs-dataset/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,LogFile,Integer Arithmetic Bugs,Low,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 76761 - 341187,1555.866353,37034.18776,output_reentrancy.csv,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31.sol
mythril,smartbugs-dataset/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,BANK_SAFE,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 12035 - 101972,1555.866353,37034.18776,output_reentrancy.csv,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31.sol
mythril,smartbugs-dataset/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,BANK_SAFE,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 12035 - 101972,1555.866353,37034.18776,output_reentrancy.csv,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31.sol
mythril,smartbugs-dataset/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,BANK_SAFE,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 12035 - 101972,1555.866353,37034.18776,output_reentrancy.csv,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31.sol
mythril,smartbugs-dataset/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,BANK_SAFE,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 12035 - 101972,1555.866353,37034.18776,output_reentrancy.csv,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31.sol
mythril,smartbugs-dataset/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,BANK_SAFE,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 12035 - 101972,1555.866353,37034.18776,output_reentrancy.csv,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31.sol
mythril,smartbugs-dataset/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,BANK_SAFE,Multiple Calls in a Single Transaction,Low,SWC-ID: https://swcregistry.io/docs/SWC-113,Multiple calls are executed in the same transaction.,Estimated Gas Usage: 12035 - 101972,1555.866353,37034.18776,output_reentrancy.csv,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31.sol
mythril,smartbugs-dataset/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,BANK_SAFE,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 12035 - 101972,1555.866353,37034.18776,output_reentrancy.csv,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31.sol
slither,smartbugs-dataset/reentrancy/reentrance.sol#L21-L29,Reentrance.withdraw(uint256),reentrancy-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.629835367,37034.18776,output_reentrancy.csv,reentrancy,reentrance.sol#L21-L29
mythril,smartbugs-dataset/reentrancy/reentrance.sol,Reentrance,External Call To User-Supplied Address,Low,SWC-ID: https://swcregistry.io/docs/SWC-107,A call to a user-supplied address is executed.,Estimated Gas Usage: 7811 - 62472,88.31879282,37034.18776,output_reentrancy.csv,reentrancy,reentrance.sol
mythril,smartbugs-dataset/reentrancy/reentrance.sol,Reentrance,Unchecked return value from external call.,Medium,SWC-ID: https://swcregistry.io/docs/SWC-104,The return value of a message call is not checked.,Estimated Gas Usage: 7811 - 62472,88.31879282,37034.18776,output_reentrancy.csv,reentrancy,reentrance.sol
mythril,smartbugs-dataset/reentrancy/reentrance.sol,Reentrance,Unprotected Ether Withdrawal,High,SWC-ID: https://swcregistry.io/docs/SWC-105,Any sender can withdraw Ether from the contract account.,Estimated Gas Usage: 7811 - 62472,88.31879282,37034.18776,output_reentrancy.csv,reentrancy,reentrance.sol
mythril,smartbugs-dataset/reentrancy/reentrance.sol,Reentrance,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Read of persistent state following external call,Estimated Gas Usage: 7811 - 62472,88.31879282,37034.18776,output_reentrancy.csv,reentrancy,reentrance.sol
mythril,smartbugs-dataset/reentrancy/reentrance.sol,Reentrance,State access after external call,Medium,SWC-ID: https://swcregistry.io/docs/SWC-107,Write to persistent state following external call,Estimated Gas Usage: 7811 - 62472,88.31879282,37034.18776,output_reentrancy.csv,reentrancy,reentrance.sol
slither,smartbugs-dataset/reentrancy/spank_chain_payment.sol#L495-L546,"LedgerChannel.consensusCloseChannel(bytes32,uint256,uint256[4],string,string)",arbitrary-send-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,3.455324173,37034.18776,output_reentrancy.csv,reentrancy,spank_chain_payment.sol#L495-L546
slither,smartbugs-dataset/reentrancy/spank_chain_payment.sol#L139-L144,ECTools.toEthereumSignedMessage(string),encode-packed-collision,High,SWC-ID: https://swcregistry.io/docs/SWC- ,High,,3.455324173,37034.18776,output_reentrancy.csv,reentrancy,spank_chain_payment.sol#L139-L144
slither,smartbugs-dataset/reentrancy/spank_chain_payment.sol#L756-L817,LedgerChannel.byzantineCloseChannel(bytes32),reentrancy-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,3.455324173,37034.18776,output_reentrancy.csv,reentrancy,spank_chain_payment.sol#L756-L817
slither,smartbugs-dataset/reentrancy/spank_chain_payment.sol#L819-L834,"LedgerChannel._isContained(bytes32,bytes,bytes32)",constant-function-asm,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,3.455324173,37034.18776,output_reentrancy.csv,reentrancy,spank_chain_payment.sol#L819-L834
slither,smartbugs-dataset/reentrancy/spank_chain_payment.sol#L819-L834,"LedgerChannel._isContained(bytes32,bytes,bytes32)",incorrect-equality,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,High,,3.455324173,37034.18776,output_reentrancy.csv,reentrancy,spank_chain_payment.sol#L819-L834
slither,smartbugs-dataset/reentrancy/spank_chain_payment.sol#L465-L492,"LedgerChannel.deposit(bytes32,address,uint256,bool)",reentrancy-no-eth,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,3.455324173,37034.18776,output_reentrancy.csv,reentrancy,spank_chain_payment.sol#L465-L492
slither,smartbugs-dataset/reentrancy/spank_chain_payment.sol#L380-L418,"LedgerChannel.createChannel(bytes32,address,uint256,address,uint256[2])",tautology,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,High,,3.455324173,37034.18776,output_reentrancy.csv,reentrancy,spank_chain_payment.sol#L380-L418
mythril,smartbugs-dataset/reentrancy/spank_chain_payment.sol,ECTools,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 1376 - 7063,7249.501852,37034.18776,output_reentrancy.csv,reentrancy,spank_chain_payment.sol
mythril,smartbugs-dataset/reentrancy/spank_chain_payment.sol,ECTools,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 1556 - 8934,7249.501852,37034.18776,output_reentrancy.csv,reentrancy,spank_chain_payment.sol
mythril,smartbugs-dataset/reentrancy/spank_chain_payment.sol,ECTools,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 844 - 4365,7249.501852,37034.18776,output_reentrancy.csv,reentrancy,spank_chain_payment.sol
mythril,smartbugs-dataset/reentrancy/spank_chain_payment.sol,ECTools,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 2658 - 12997,7249.501852,37034.18776,output_reentrancy.csv,reentrancy,spank_chain_payment.sol
mythril,smartbugs-dataset/reentrancy/spank_chain_payment.sol,ECTools,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 1369 - 7056,7249.501852,37034.18776,output_reentrancy.csv,reentrancy,spank_chain_payment.sol
mythril,smartbugs-dataset/reentrancy/spank_chain_payment.sol,ECTools,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 484 - 3259,7249.501852,37034.18776,output_reentrancy.csv,reentrancy,spank_chain_payment.sol
