filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails,source_file,subfolder
auction.sol,auction.sol,slither,solidity,4/30/24,20241214_2206,1734220732,6.590313196,255,"{reentrancy_unlimited_gas,solc_version}",{},{},{},results_denial_of_service.csv,denial_of_service
dos_address.sol,dos_address.sol,slither,solidity,4/30/24,20241214_2206,1734218315,6.19909811,255,"{controlled_array_length,solc_version}",{},{},{},results_denial_of_service.csv,denial_of_service
dos_number.sol,dos_number.sol,slither,solidity,4/30/24,20241214_2206,1734216469,15.07570887,255,"{costly_loop,solc_version}",{},{},{},results_denial_of_service.csv,denial_of_service
dos_simple.sol,dos_simple.sol,slither,solidity,4/30/24,20241214_2206,1734214007,11.41717148,255,{solc_version},{},{},{},results_denial_of_service.csv,denial_of_service
list_dos.sol,list_dos.sol,slither,solidity,4/30/24,20241214_2206,1734218700,7.407904387,255,"{cache_array_length,controlled_array_length,missing_zero_check,reentrancy_unlimited_gas,solc_version,timestamp,unchecked_send}",{},{},{},results_denial_of_service.csv,denial_of_service
send_loop.sol,send_loop.sol,slither,solidity,4/30/24,20241214_2206,1734218238,7.544735909,255,"{cache_array_length,calls_loop,solc_version,uninitialized_state}",{},{},{},results_denial_of_service.csv,denial_of_service
blackjack.sol,blackjack.sol,smartcheck,solidity,11/14/22,20241214_0041,1734141413,64.02130294,0,"{SOLIDITY_DEPRECATED_CONSTRUCTIONS,SOLIDITY_EXTRA_GAS_IN_LOOPS,SOLIDITY_GAS_LIMIT_IN_LOOPS,SOLIDITY_PRAGMAS_VERSION,SOLIDITY_REVERT_REQUIRE,SOLIDITY_SHOULD_RETURN_STRUCT,SOLIDITY_UPGRADE_TO_050,SOLIDITY_VISIBILITY}",{},{},{},results_denial_of_service.csv,denial_of_service
etheraffle.sol,etheraffle.sol,smartcheck,solidity,11/14/22,20241214_0041,1734140807,11.90895605,0,"{SOLIDITY_ARRAY_LENGTH_MANIPULATION,SOLIDITY_EXTRA_GAS_IN_LOOPS,SOLIDITY_GAS_LIMIT_IN_LOOPS,SOLIDITY_PRAGMAS_VERSION,SOLIDITY_TRANSFER_IN_LOOP,SOLIDITY_UPGRADE_TO_050,SOLIDITY_VISIBILITY}",{},{},{},results_denial_of_service.csv,denial_of_service
guess_the_random_number.sol,guess_the_random_number.sol,smartcheck,solidity,11/14/22,20241214_0041,1734138432,10.14081454,0,"{SOLIDITY_BALANCE_EQUALITY,SOLIDITY_PRAGMAS_VERSION,SOLIDITY_UPGRADE_TO_050,SOLIDITY_VISIBILITY}",{},{},{},results_denial_of_service.csv,denial_of_service
lottery.sol,lottery.sol,smartcheck,solidity,11/14/22,20241214_0041,1734137004,12.06114078,0,"{SOLIDITY_DEPRECATED_CONSTRUCTIONS,SOLIDITY_EXTRA_GAS_IN_LOOPS,SOLIDITY_GAS_LIMIT_IN_LOOPS,SOLIDITY_PRAGMAS_VERSION,SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA,SOLIDITY_REDUNDANT_FALLBACK_REJECT,SOLIDITY_REVERT_REQUIRE,SOLIDITY_SEND,SOLIDITY_VISIBILITY}",{},{},{},results_denial_of_service.csv,denial_of_service
lucky_doubler.sol,lucky_doubler.sol,smartcheck,solidity,11/14/22,20241214_0041,1734144115,359.206516,0,"{SOLIDITY_ADDRESS_HARDCODED,SOLIDITY_ARRAY_LENGTH_MANIPULATION,SOLIDITY_DEPRECATED_CONSTRUCTIONS,SOLIDITY_PRAGMAS_VERSION,SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA,SOLIDITY_REVERT_REQUIRE,SOLIDITY_UPGRADE_TO_050,SOLIDITY_VISIBILITY}",{},{},{},results_denial_of_service.csv,denial_of_service
old_blockhash.sol,old_blockhash.sol,smartcheck,solidity,11/14/22,20241214_0041,1734140897,11.98269272,0,"{SOLIDITY_PRAGMAS_VERSION,SOLIDITY_VISIBILITY}",{},{},{},results_denial_of_service.csv,denial_of_service
random_number_generator.sol,random_number_generator.sol,smartcheck,solidity,11/14/22,20241214_0041,1734136894,43.86666298,0,"{SOLIDITY_PRAGMAS_VERSION,SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA}",{},{},{},results_denial_of_service.csv,denial_of_service
smart_billions.sol,smart_billions.sol,smartcheck,solidity,11/14/22,20241214_0041,1734140870,20.25009918,0,"{SOLIDITY_ADDRESS_HARDCODED,SOLIDITY_ARRAY_LENGTH_MANIPULATION,SOLIDITY_DEPRECATED_CONSTRUCTIONS,SOLIDITY_DIV_MUL,SOLIDITY_ERC20_APPROVE,SOLIDITY_EXTRA_GAS_IN_LOOPS,SOLIDITY_OVERPOWERED_ROLE,SOLIDITY_PRAGMAS_VERSION,SOLIDITY_SAFEMATH,SOLIDITY_UPGRADE_TO_050,SOLIDITY_VISIBILITY}",{},{},{},results_denial_of_service.csv,denial_of_service
auction.sol,auction.sol,smartcheck,solidity,11/14/22,20241214_2206,1734216704,10.65927005,0,"{SOLIDITY_PRAGMAS_VERSION,SOLIDITY_SEND,SOLIDITY_VISIBILITY}",{},{},{},results_denial_of_service.csv,denial_of_service
dos_address.sol,dos_address.sol,smartcheck,solidity,11/14/22,20241214_2206,1734214112,17.7411406,0,"{SOLIDITY_PRAGMAS_VERSION,SOLIDITY_VISIBILITY}",{},{},{},results_denial_of_service.csv,denial_of_service
dos_number.sol,dos_number.sol,smartcheck,solidity,11/14/22,20241214_2206,1734216715,11.68012094,0,"{SOLIDITY_ARRAY_LENGTH_MANIPULATION,SOLIDITY_PRAGMAS_VERSION,SOLIDITY_VISIBILITY}",{},{},{},results_denial_of_service.csv,denial_of_service
dos_simple.sol,dos_simple.sol,smartcheck,solidity,11/14/22,20241214_2206,1734214949,25.79485035,0,"{SOLIDITY_PRAGMAS_VERSION,SOLIDITY_VISIBILITY}",{},{},{},results_denial_of_service.csv,denial_of_service
list_dos.sol,list_dos.sol,smartcheck,solidity,11/14/22,20241214_2206,1734214077,52.26420903,0,"{SOLIDITY_EXTRA_GAS_IN_LOOPS,SOLIDITY_FUNCTIONS_RETURNS_TYPE_AND_NO_RETURN,SOLIDITY_PRAGMAS_VERSION,SOLIDITY_VISIBILITY}",{},{},{},results_denial_of_service.csv,denial_of_service
send_loop.sol,send_loop.sol,smartcheck,solidity,11/14/22,20241214_2206,1734216154,13.240839,0,"{SOLIDITY_ADDRESS_HARDCODED,SOLIDITY_EXTRA_GAS_IN_LOOPS,SOLIDITY_GAS_LIMIT_IN_LOOPS,SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA,SOLIDITY_SEND,SOLIDITY_VISIBILITY}",{},{},{},results_denial_of_service.csv,denial_of_service
blackjack.sol,blackjack.sol,solhint,solidity,2/12/23,20241214_0041,1734138813,9.819593668,1,"{avoid_throw,compiler_version,func_visibility,multiple_sends,no_empty_blocks,no_unused_vars,not_rely_on_block_hash,not_rely_on_time,reentrancy,state_visibility,var_name_mixedcase}",{},{EXIT_CODE_1},{},results_denial_of_service.csv,denial_of_service
etheraffle.sol,etheraffle.sol,solhint,solidity,2/12/23,20241214_0041,1734137038,16.49430251,1,"{compiler_version,const_name_snakecase,contract_name_camelcase,reentrancy,state_visibility,visibility_modifier_order}",{},{EXIT_CODE_1},{},results_denial_of_service.csv,denial_of_service
guess_the_random_number.sol,guess_the_random_number.sol,solhint,solidity,2/12/23,20241214_0041,1734147651,22.35682392,1,"{compiler_version,not_rely_on_block_hash,not_rely_on_time,reason_string,state_visibility}",{},{EXIT_CODE_1},{},results_denial_of_service.csv,denial_of_service
lottery.sol,lottery.sol,solhint,solidity,2/12/23,20241214_0041,1734143760,10.70621753,1,"{avoid_suicide,avoid_throw,compiler_version,func_visibility,payable_fallback}",{},{EXIT_CODE_1},{},results_denial_of_service.csv,denial_of_service
lucky_doubler.sol,lucky_doubler.sol,solhint,solidity,2/12/23,20241214_0041,1734138700,8.155041218,1,"{avoid_throw,check_send_result,compiler_version,func_visibility,multiple_sends,not_rely_on_block_hash,payable_fallback,quotes,reentrancy,visibility_modifier_order}",{},{EXIT_CODE_1},{},results_denial_of_service.csv,denial_of_service
old_blockhash.sol,old_blockhash.sol,solhint,solidity,2/12/23,20241214_0041,1734140963,7.277114868,1,"{compiler_version,contract_name_camelcase,reason_string,state_visibility}",{},{EXIT_CODE_1},{},results_denial_of_service.csv,denial_of_service
random_number_generator.sol,random_number_generator.sol,solhint,solidity,2/12/23,20241214_0041,1734138806,7.211830378,1,"{compiler_version,not_rely_on_time,visibility_modifier_order}",{},{EXIT_CODE_1},{},results_denial_of_service.csv,denial_of_service
smart_billions.sol,smart_billions.sol,solhint,solidity,2/12/23,20241214_0041,1734143399,58.71334672,1,"{avoid_sha3,compiler_version,const_name_snakecase,func_visibility,max_states_count,no_complex_fallback,not_rely_on_block_hash,reason_string,reentrancy,state_visibility,visibility_modifier_order}",{},{EXIT_CODE_1},{},results_denial_of_service.csv,denial_of_service
auction.sol,auction.sol,solhint,solidity,2/12/23,20241214_2206,1734217080,18.37835884,1,"{compiler_version,func_visibility,reason_string,reentrancy,state_visibility}",{},{EXIT_CODE_1},{},results_denial_of_service.csv,denial_of_service
dos_address.sol,dos_address.sol,solhint,solidity,2/12/23,20241214_2206,1734218246,8.316302061,1,"{compiler_version,state_visibility}",{},{EXIT_CODE_1},{},results_denial_of_service.csv,denial_of_service
dos_number.sol,dos_number.sol,solhint,solidity,2/12/23,20241214_2206,1734218671,7.584952116,1,"{compiler_version,reason_string,state_visibility}",{},{EXIT_CODE_1},{},results_denial_of_service.csv,denial_of_service
dos_simple.sol,dos_simple.sol,solhint,solidity,2/12/23,20241214_2206,1734214130,9.830874205,1,"{compiler_version,state_visibility}",{},{EXIT_CODE_1},{},results_denial_of_service.csv,denial_of_service
list_dos.sol,list_dos.sol,solhint,solidity,2/12/23,20241214_2206,1734214025,13.01366329,1,"{check_send_result,compiler_version,func_visibility,multiple_sends,not_rely_on_time,payable_fallback,reentrancy,state_visibility}",{},{EXIT_CODE_1},{},results_denial_of_service.csv,denial_of_service
send_loop.sol,send_loop.sol,solhint,solidity,2/12/23,20241214_2206,1734215002,21.39364338,1,"{compiler_version,func_visibility,multiple_sends,reason_string}",{},{EXIT_CODE_1},{},results_denial_of_service.csv,denial_of_service
ERC20.sol,ERC20.sol,confuzzius,solidity,12/31/22,20241215_0106,1734228355,1004.159669,0,{},{},{},{},results_front_running.csv,front_running
FindThisHash.sol,FindThisHash.sol,confuzzius,solidity,12/31/22,20241215_0106,1734224808,2025.826861,NA,{},{},{},{DOCKER_TIMEOUT},results_front_running.csv,front_running
eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,confuzzius,solidity,12/31/22,20241215_0106,1734227273,1999.383691,0,"{Leaking_Ether,Transaction_Order_Dependency}",{},{},{},results_front_running.csv,front_running
odds_and_evens.sol,odds_and_evens.sol,confuzzius,solidity,12/31/22,20241215_0106,1734226887,2013.091277,NA,"{Assertion_Failure,Transaction_Order_Dependency,Unhandled_Exception}",{},{},{DOCKER_TIMEOUT},results_front_running.csv,front_running
ERC20.sol,ERC20.sol,conkas,solidity,11/11/22,20241215_0106,1734229369,9.00572753,0,{},{},{},{},results_front_running.csv,front_running
FindThisHash.sol,FindThisHash.sol,conkas,solidity,11/11/22,20241215_0106,1734229401,16.39168239,0,"{Integer_Overflow,Reentrancy}",{},{},{},results_front_running.csv,front_running
eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,conkas,solidity,11/11/22,20241215_0106,1734229387,12.32259536,0,"{Reentrancy,Transaction_Ordering_Dependence}",{},{},{},results_front_running.csv,front_running
odds_and_evens.sol,odds_and_evens.sol,conkas,solidity,11/11/22,20241215_0106,1734228337,17.9389286,0,"{Reentrancy,Unchecked_Low_Level_Call}",{},{},{},results_front_running.csv,front_running
ERC20.sol,ERC20.sol,honeybadger,solidity,2/27/23,20241215_0106,1734225167,19.92639208,0,{},{},{},{},results_front_running.csv,front_running
FindThisHash.sol,FindThisHash.sol,honeybadger,solidity,2/27/23,20241215_0106,1734228201,42.11646175,0,{},{},{},{},results_front_running.csv,front_running
eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,honeybadger,solidity,2/27/23,20241215_0106,1734224967,42.44340038,0,{Money_flow},{},{},{},results_front_running.csv,front_running
odds_and_evens.sol,odds_and_evens.sol,honeybadger,solidity,2/27/23,20241215_0106,1734225735,33.23350024,0,"{Money_flow,Uninitialised_struct}",{},{},{},results_front_running.csv,front_running
ERC20.sol,ERC20.sol,maian,solidity,11/11/22,20241215_0106,1734225277,432.1766417,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{},results_front_running.csv,front_running
FindThisHash.sol,FindThisHash.sol,maian,solidity,11/11/22,20241215_0106,1734224808,393.5647564,0,{No_Ether_lock_Ether_refused},{analysis incomplete},{Transaction HexBytes('0xd280437e0a4a5a185db43fefdca0270bc0177706},{},results_front_running.csv,front_running
eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,maian,solidity,11/11/22,20241215_0106,1734224808,397.1252704,0,{No_Ether_lock_Ether_refused},{analysis incomplete},"{Transaction HexBytes('0x03d40e45e87d76fc93da7b0b2125145fa4210941,Unknown operation}",{},results_front_running.csv,front_running
odds_and_evens.sol,odds_and_evens.sol,maian,solidity,11/11/22,20241215_0106,1734227933,224.2319031,0,{No_Ether_lock_Ether_refused},{analysis incomplete},{Transaction HexBytes('0x652a7ddceead884c67cb401b6a0a7bb161ef9346},{},results_front_running.csv,front_running
ERC20.sol,ERC20.sol,manticore,solidity,11/17/22,20241215_0106,1734227534,2018.580185,NA,{},{},{},"{DOCKER_TIMEOUT,exception (manticoree.core.state.Concretize),exception (manticoree.exceptions.manticoreeError: Forking on unfeasible constraint set)}",results_front_running.csv,front_running
FindThisHash.sol,FindThisHash.sol,manticore,solidity,11/17/22,20241215_0106,1734225465,2029.499826,NA,{},{},{},{DOCKER_TIMEOUT},results_front_running.csv,front_running
eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,manticore,solidity,11/17/22,20241215_0106,1734228157,43.7300005,0,{},{},{},"{exception (manticoree.core.state.Concretize),exception (manticoree.exceptions.manticoreeError: Forking on unfeasible constraint set)}",results_front_running.csv,front_running
odds_and_evens.sol,odds_and_evens.sol,manticore,solidity,11/17/22,20241215_0106,1734229273,27.35443282,0,{},{},{},"{exception (manticoree.core.state.Concretize),exception (manticoree.exceptions.manticoreeError: Forking on unfeasible constraint set)}",results_front_running.csv,front_running
ERC20.sol,ERC20.sol,mythril,solidity,3/24/24,20241215_0106,1734225814,502.7297859,0,{},{},{},{},results_front_running.csv,front_running
FindThisHash.sol,FindThisHash.sol,mythril,solidity,3/24/24,20241215_0106,1734224808,79.24712873,0,{},{},{},{},results_front_running.csv,front_running
eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,mythril,solidity,3/24/24,20241215_0106,1734229418,113.2552335,1,"{Transaction_Order_Dependence_SWC_114,Unprotected_Ether_Withdrawal_SWC_105}",{},{},{},results_front_running.csv,front_running
odds_and_evens.sol,odds_and_evens.sol,mythril,solidity,3/24/24,20241215_0106,1734229531,68.35155559,1,"{Exception_State_SWC_110,Unchecked_return_value_from_external_call_SWC_104,Unprotected_Ether_Withdrawal_SWC_105}",{},{},{},results_front_running.csv,front_running
ERC20.sol,ERC20.sol,osiris,solidity,2/27/23,20241215_0106,1734225790,23.73345637,0,{},{},{},{},results_front_running.csv,front_running
FindThisHash.sol,FindThisHash.sol,osiris,solidity,2/27/23,20241215_0106,1734228243,94.1836288,0,{},{},{},{},results_front_running.csv,front_running
eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,osiris,solidity,2/27/23,20241215_0106,1734229378,8.947289705,0,{Concurrency_bug},{},{},{},results_front_running.csv,front_running
odds_and_evens.sol,odds_and_evens.sol,osiris,solidity,2/27/23,20241215_0106,1734229359,10.21875978,0,"{Callstack_bug,Concurrency_bug,Overflow_bugs}",{},{},{},results_front_running.csv,front_running
ERC20.sol,ERC20.sol,oyente,solidity,2/27/23,20241215_0106,1734225709,26.32173347,0,{},{},{},{},results_front_running.csv,front_running
FindThisHash.sol,FindThisHash.sol,oyente,solidity,2/27/23,20241215_0106,1734225187,20.57842517,0,{Integer_Overflow},{},{},{},results_front_running.csv,front_running
eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,oyente,solidity,2/27/23,20241215_0106,1734226862,10.84973431,1,{Transaction_Ordering_Dependence_TOD},{},{},{},results_front_running.csv,front_running
odds_and_evens.sol,odds_and_evens.sol,oyente,solidity,2/27/23,20241215_0106,1734225256,21.012959,1,"{Callstack_Depth_Attack_Vulnerability,Integer_Overflow,Transaction_Ordering_Dependence_TOD}",{},{},{},results_front_running.csv,front_running
ERC20.sol,ERC20.sol,securify,solidity,11/17/22,20241215_0106,1734229300,101.1482129,0,{},{},{},{},results_front_running.csv,front_running
FindThisHash.sol,FindThisHash.sol,securify,solidity,11/17/22,20241215_0106,1734226834,27.93964958,0,{UnrestrictedEtherFlow},{},{},{},results_front_running.csv,front_running
eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,securify,solidity,11/17/22,20241215_0106,1734229465,90.22038078,0,"{DAOConstantGas,TODAmount,TODReceiver,TODTransfer}",{},{},{},results_front_running.csv,front_running
odds_and_evens.sol,odds_and_evens.sol,securify,solidity,11/17/22,20241215_0106,1734225202,263.1673095,0,"{DAOConstantGas,MissingInputValidation,TODAmount,TODReceiver,TODTransfer,UnhandledException,UnrestrictedEtherFlow}",{},{},{},results_front_running.csv,front_running
ERC20.sol,ERC20.sol,semgrep,solidity,8/21/23,20241215_0106,1734225207,33.69347739,0,{non_payable_constructor},{},{},{},results_front_running.csv,front_running
FindThisHash.sol,FindThisHash.sol,semgrep,solidity,8/21/23,20241215_0106,1734225241,17.19020343,0,{},{},{},{},results_front_running.csv,front_running
eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,semgrep,solidity,8/21/23,20241215_0106,1734225205,36.18600011,0,{},{},{},{},results_front_running.csv,front_running
odds_and_evens.sol,odds_and_evens.sol,semgrep,solidity,8/21/23,20241215_0106,1734229399,65.99292135,0,{use_prefix_increment_not_postfix},{},{},{},results_front_running.csv,front_running
ERC20.sol,ERC20.sol,sfuzz,solidity,3/2/23,20241215_0106,1734226317,1582.196522,137,{},{},{},"{DOCKER_KILL_OOM,exception (Killed)}",results_front_running.csv,front_running
FindThisHash.sol,FindThisHash.sol,sfuzz,solidity,3/2/23,20241215_0106,1734225258,2015.180166,NA,{Integer_Underflow},{},{},{DOCKER_TIMEOUT},results_front_running.csv,front_running
eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,sfuzz,solidity,3/2/23,20241215_0106,1734228900,2017.39199,NA,{Gasless_Send},{},{},{DOCKER_TIMEOUT},results_front_running.csv,front_running
odds_and_evens.sol,odds_and_evens.sol,sfuzz,solidity,3/2/23,20241215_0106,1734225009,29.95883822,0,"{Exception_Disorder,Gasless_Send}",{},{},{},results_front_running.csv,front_running
ERC20.sol,ERC20.sol,slither,solidity,4/30/24,20241215_0106,1734225039,16.76697969,255,"{constable_states,solc_version,unused_state}",{},{},{},results_front_running.csv,front_running
FindThisHash.sol,FindThisHash.sol,slither,solidity,4/30/24,20241215_0106,1734226873,14.29243064,255,"{arbitrary_send_eth,deprecated_standards,external_function,solc_version}",{},{},{},results_front_running.csv,front_running
eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,slither,solidity,4/30/24,20241215_0106,1734225768,22.16213703,255,"{events_maths,reentrancy_unlimited_gas,solc_version}",{},{},{},results_front_running.csv,front_running
odds_and_evens.sol,odds_and_evens.sol,slither,solidity,4/30/24,20241215_0106,1734224887,79.68579054,255,"{arbitrary_send_eth,deprecated_standards,reentrancy_unlimited_gas,solc_version}",{},{},{},results_front_running.csv,front_running
ERC20.sol,ERC20.sol,smartcheck,solidity,11/14/22,20241215_0106,1734225107,60.27809143,0,"{SOLIDITY_ERC20_APPROVE,SOLIDITY_PRAGMAS_VERSION,SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA,SOLIDITY_SAFEMATH,SOLIDITY_VISIBILITY}",{},{},{},results_front_running.csv,front_running
FindThisHash.sol,FindThisHash.sol,smartcheck,solidity,11/14/22,20241215_0106,1734229553,11.31445622,0,"{SOLIDITY_DEPRECATED_CONSTRUCTIONS,SOLIDITY_PRAGMAS_VERSION,SOLIDITY_UPGRADE_TO_050}",{},{},{},results_front_running.csv,front_running
eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,smartcheck,solidity,11/14/22,20241215_0106,1734227509,24.83209348,0,"{SOLIDITY_PRAGMAS_VERSION,SOLIDITY_VISIBILITY}",{},{},{},results_front_running.csv,front_running
odds_and_evens.sol,odds_and_evens.sol,smartcheck,solidity,11/14/22,20241215_0106,1734227899,20.311692,0,"{SOLIDITY_DEPRECATED_CONSTRUCTIONS,SOLIDITY_PRAGMAS_VERSION,SOLIDITY_REVERT_REQUIRE,SOLIDITY_VISIBILITY}",{},{},{},results_front_running.csv,front_running
ERC20.sol,ERC20.sol,solhint,solidity,2/12/23,20241215_0106,1734227919,13.05820775,1,"{compiler_version,func_visibility,reason_string}",{},{EXIT_CODE_1},{},results_front_running.csv,front_running
FindThisHash.sol,FindThisHash.sol,solhint,solidity,2/12/23,20241215_0106,1734225056,50.51968145,1,"{avoid_sha3,compiler_version,const_name_snakecase,no_empty_blocks,reason_string}",{},{EXIT_CODE_1},{},results_front_running.csv,front_running
eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,solhint,solidity,2/12/23,20241215_0106,1734227494,14.7634089,1,"{compiler_version,func_visibility,reason_string,reentrancy}",{},{EXIT_CODE_1},{},results_front_running.csv,front_running
odds_and_evens.sol,odds_and_evens.sol,solhint,solidity,2/12/23,20241215_0106,1734225241,14.26922512,1,"{avoid_throw,check_send_result,compiler_version,func_visibility,multiple_sends,no_unused_vars,reentrancy,state_visibility}",{},{EXIT_CODE_1},{},results_front_running.csv,front_running
crypto_roulette.sol,crypto_roulette.sol,slither,solidity,4/30/24,20250502_1922,1746213747,6.430842161,255,"{constable_states,controlled_array_length,deprecated_standards,incorrect_equality,reentrancy_unlimited_gas,solc_version,timestamp,uninitialized_storage,weak_prng}",{},{},{},output_other.csv,other
name_registrar.sol,name_registrar.sol,slither,solidity,4/30/24,20250502_1922,1746213760,6.324697018,255,"{constable_states,naming_convention,solc_version,uninitialized_storage}",{},{},{},output_other.csv,other
open_address_lottery.sol,open_address_lottery.sol,slither,solidity,4/30/24,20250502_1922,1746213753,6.178958893,255,"{boolean_equal,constable_states,deprecated_standards,incorrect_equality,naming_convention,reentrancy_unlimited_gas,solc_version,timestamp,uninitialized_storage,weak_prng}",{},{},{},output_other.csv,other
crypto_roulette.sol,crypto_roulette.sol,confuzzius,solidity,12/31/22,20241215_1605,1734281147,1999.348472,0,"{Assertion_Failure,Block_Dependency}",{},{},{},results_other.csv,other
name_registrar.sol,name_registrar.sol,confuzzius,solidity,12/31/22,20241215_1605,1734279075,2000.715316,0,{},{},{},{},results_other.csv,other
open_address_lottery.sol,open_address_lottery.sol,confuzzius,solidity,12/31/22,20241215_1605,1734281097,2002.588353,0,"{Block_Dependency,Integer_Overflow,Transaction_Order_Dependency}",{},{},{},results_other.csv,other
crypto_roulette.sol,crypto_roulette.sol,conkas,solidity,11/11/22,20241215_1605,1734278772,17.74555087,0,"{Integer_Overflow,Integer_Underflow,Reentrancy,Time_Manipulation}",{},{},{},results_other.csv,other
name_registrar.sol,name_registrar.sol,conkas,solidity,11/11/22,20241215_1605,1734281194,7.601854801,0,{},{},{},{},results_other.csv,other
open_address_lottery.sol,open_address_lottery.sol,conkas,solidity,11/11/22,20241215_1605,1734280978,118.7614999,0,"{Integer_Overflow,Integer_Underflow,Time_Manipulation}",{},{},{},results_other.csv,other
crypto_roulette.sol,crypto_roulette.sol,honeybadger,solidity,2/27/23,20241215_1605,1734278755,14.61099672,0,"{Money_flow,Uninitialised_struct}",{},{},{},results_other.csv,other
name_registrar.sol,name_registrar.sol,honeybadger,solidity,2/27/23,20241215_1605,1734281138,8.210355043,0,{},{},{},{},results_other.csv,other
open_address_lottery.sol,open_address_lottery.sol,honeybadger,solidity,2/27/23,20241215_1605,1734281031,27.98500395,0,"{Money_flow,Uninitialised_struct}",{},{},{},results_other.csv,other
crypto_roulette.sol,crypto_roulette.sol,maian,solidity,11/11/22,20241215_1605,1734278897,110.1876402,0,{},{},{},{},results_other.csv,other
name_registrar.sol,name_registrar.sol,maian,solidity,11/11/22,20241215_1605,1734278776,75.18648362,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{},results_other.csv,other
open_address_lottery.sol,open_address_lottery.sol,maian,solidity,11/11/22,20241215_1605,1734281202,75.08501625,0,{},{},{},{},results_other.csv,other
crypto_roulette.sol,crypto_roulette.sol,manticore,solidity,11/17/22,20241215_1605,1734280911,120.6683364,0,{},{},{},"{exception (manticoree.core.state.Concretize),exception (manticoree.exceptions.manticoreeError: Forking on unfeasible constraint set)}",results_other.csv,other
name_registrar.sol,name_registrar.sol,manticore,solidity,11/17/22,20241215_1605,1734278851,222.9759371,0,{},{},{},"{exception (manticoree.core.state.Concretize),exception (manticoree.exceptions.manticoreeError: Forking on unfeasible constraint set)}",results_other.csv,other
open_address_lottery.sol,open_address_lottery.sol,manticore,solidity,11/17/22,20241215_1605,1734278754,149.0863044,0,{},{},{},{},results_other.csv,other
crypto_roulette.sol,crypto_roulette.sol,mythril,solidity,3/24/24,20241215_1605,1734281075,97.24815702,1,"{Dependence_on_predictable_environment_variable_SWC_116,Exception_State_SWC_110,Integer_Arithmetic_Bugs_SWC_101}",{},{},{},results_other.csv,other
name_registrar.sol,name_registrar.sol,mythril,solidity,3/24/24,20241215_1605,1734278819,39.37387753,0,{},{},{},{},results_other.csv,other
open_address_lottery.sol,open_address_lottery.sol,mythril,solidity,3/24/24,20241215_1605,1734279007,1617.521239,1,"{Dependence_on_predictable_environment_variable_SWC_120,Integer_Arithmetic_Bugs_SWC_101}",{},{},{},results_other.csv,other
crypto_roulette.sol,crypto_roulette.sol,osiris,solidity,2/27/23,20241215_1605,1734281066,14.0282259,0,"{Concurrency_bug,Overflow_bugs}",{},{},{},results_other.csv,other
name_registrar.sol,name_registrar.sol,osiris,solidity,2/27/23,20241215_1605,1734281128,10.65432191,0,{},{},{},{},results_other.csv,other
open_address_lottery.sol,open_address_lottery.sol,osiris,solidity,2/27/23,20241215_1605,1734278754,21.73534846,0,"{Concurrency_bug,Overflow_bugs,Underflow_bugs}",{},{},{},results_other.csv,other
crypto_roulette.sol,crypto_roulette.sol,oyente,solidity,2/27/23,20241215_1605,1734278877,10.51849771,0,{Integer_Overflow},{},{},{},results_other.csv,other
name_registrar.sol,name_registrar.sol,oyente,solidity,2/27/23,20241215_1605,1734278789,13.12960076,0,{Integer_Overflow},{},{},{},results_other.csv,other
open_address_lottery.sol,open_address_lottery.sol,oyente,solidity,2/27/23,20241215_1605,1734278755,17.04547048,1,"{Integer_Underflow,Transaction_Ordering_Dependence_TOD}",{},{},{},results_other.csv,other
crypto_roulette.sol,crypto_roulette.sol,securify,solidity,11/17/22,20241215_1605,1734280873,93.97474742,0,"{TODAmount,TODTransfer}",{},{},{},results_other.csv,other
name_registrar.sol,name_registrar.sol,securify,solidity,11/17/22,20241215_1605,1734280625,94.84757638,0,{MissingInputValidation},{},{},{},results_other.csv,other
